season,game_type,team,week,Player,Position,Injury,Wed,Thu,Fri,Game Status,Mon,Tue,Sat
2025,REG,CLE,10,Isaiah Bond,WR,Foot,DNP,DNP,DNP,OUT,,,
2025,REG,CLE,10,Tyson Campbell,CB,Concussion,FP,FP,FP,(-),,,
2025,REG,CLE,10,Myles Harden,CB,Ankle,LP,LP,FP,(-),,,
2025,REG,CLE,10,Harold Fannin Jr.,TE,Hamstring,,DNP,LP,QUESTIONABLE,,,
2025,REG,CLE,10,Cornelius Lucas,T,Back,,,LP,QUESTIONABLE,,,
2025,REG,CLE,10,Isaiah McGuire,DE,Illness,DNP,FP,FP,(-),,,
2025,REG,CLE,10,Cam Robinson,OT,Illness,DNP,FP,FP,(-),,,
2025,REG,CLE,10,Shedeur Sanders,QB,Back,LP,FP,FP,(-),,,
2025,REG,CLE,10,Carson Schwesinger,LB,Ankle,DNP,DNP,LP,QUESTIONABLE,,,
2025,REG,CLE,10,Cedric Tillman,WR,Hamstring,FP,FP,FP,QUESTIONABLE,,,
2025,REG,PIT,1,Nick Herbig,LB,Hamstring,LP,LP,LP,QUESTIONABLE,,,
2025,REG,PIT,1,Derrick Harmon,DT,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,PIT,1,Cameron Heyward,DT,NIR - Resting Vet,(-),DNP,FP,(-),,,
2025,REG,PIT,1,Skylar Thompson,QB,Hamstring,(-),(-),LP,QUESTIONABLE,,,
2025,REG,PIT,2,Joey Porter Jr.,CB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,PIT,2,DeShon Elliott,S,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,PIT,2,Nick Herbig,LB,Hamstring,LP,FP,FP,(-),,,
2025,REG,PIT,2,Calvin Anderson,OT,Illness,DNP,FP,FP,(-),,,
2025,REG,PIT,2,T.J. Watt,LB,NIR - Resting Vet,DNP,FP,FP,(-),,,
2025,REG,PIT,2,Cameron Heyward,DT,NIR - Resting Vet,LP,DNP,FP,(-),,,
2025,REG,PIT,2,Derrick Harmon,DT,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,PIT,2,Alex Highsmith,LB,Ankle,(-),(-),LP,(-),,,
2025,REG,PIT,3,DK Metcalf,WR,NIR - Resting Vet,(-),DNP,FP,(-),,,
2025,REG,PIT,3,Patrick Queen,LB,Oblique,FP,FP,FP,(-),,,
2025,REG,PIT,3,Darius Slay,CB,NIR - Resting Vet,DNP,FP,FP,(-),,,
2025,REG,PIT,3,Joey Porter Jr.,CB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,PIT,3,DeShon Elliott,S,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,PIT,3,Alex Highsmith,LB,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,PIT,3,Max Scharping,G,Knee,LP,DNP,DNP,OUT,,,
2025,REG,PIT,3,T.J. Watt,LB,NIR - Resting Vet,DNP,FP,FP,(-),,,
2025,REG,PIT,3,Derrick Harmon,DT,Knee,LP,LP,FP,QUESTIONABLE,,,
2025,REG,PIT,4,Patrick Queen,LB,Oblique,LP,FP,FP,(-),,,
2025,REG,PIT,4,Darius Slay,CB,NIR - Resting Vet,DNP,FP,FP,(-),,,
2025,REG,PIT,4,Joey Porter Jr.,CB,Hamstring,LP,LP,LP,QUESTIONABLE,,,
2025,REG,PIT,4,DeShon Elliott,S,Knee,LP,LP,FP,(-),,,
2025,REG,PIT,4,Jaylen Warren,RB,NIR - Resting Vet/Knee,LP,LP,LP,QUESTIONABLE,,,
2025,REG,PIT,4,Alex Highsmith,LB,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,PIT,4,Isaac Seumalo,G,NIR - Resting Vet,DNP,FP,FP,(-),,,
2025,REG,PIT,4,Jonnu Smith,TE,NIR - Resting Vet/Hip,DNP,LP,LP,QUESTIONABLE,,,
2025,REG,PIT,4,T.J. Watt,LB,NIR - Resting Vet,DNP,DNP,FP,(-),,,
2025,REG,PIT,4,Cameron Heyward,DT,NIR - Resting Vet,DNP,DNP,FP,(-),,,
2025,REG,PIT,4,DK Metcalf,WR,NIR - Resting Vet,(-),DNP,FP,(-),,,
2025,REG,PIT,6,Jalen Ramsey,CB,Hamstring,DNP,DNP,FP,QUESTIONABLE,,,
2025,REG,PIT,6,Ben Skowronek,WR,Illness,LP,FP,FP,(-),,,
2025,REG,PIT,6,Calvin Austin III,WR,Shoulder,DNP,DNP,DNP,OUT,,,
2025,REG,PIT,6,Darius Slay,CB,NIR - Resting Vet,DNP,FP,FP,(-),,,
2025,REG,PIT,6,Joey Porter Jr.,CB,Hamstring,FP,FP,FP,(-),,,
2025,REG,PIT,6,Jaylen Warren,RB,Knee,FP,FP,FP,(-),,,
2025,REG,PIT,6,Alex Highsmith,LB,Ankle,LP,FP,FP,(-),,,
2025,REG,PIT,6,T.J. Watt,LB,NIR - Resting Vet,DNP,FP,FP,(-),,,
2025,REG,PIT,6,Cameron Heyward,DT,NIR - Resting Vet,LP,DNP,FP,(-),,,
2025,REG,PIT,6,DK Metcalf,WR,NIR - Resting Vet,(-),DNP,FP,(-),,,
2025,REG,PIT,7,DK Metcalf,WR,NIR - Resting Vet,FP,,,(-),DNP,FP,
2025,REG,PIT,7,Jalen Ramsey,CB,NIR - Resting Vet,FP,,,(-),DNP,DNP,
2025,REG,PIT,7,Aaron Rodgers,QB,NIR - Resting Vet,FP,,,(-),DNP,FP,
2025,REG,PIT,7,Calvin Austin III,WR,Shoulder,DNP,,,OUT,DNP,DNP,
2025,REG,PIT,7,Darius Slay,CB,NIR - Resting Vet,FP,,,(-),DNP,LP,
2025,REG,PIT,7,Miles Killebrew,S,Knee,DNP,,,OUT,DNP,DNP,
2025,REG,PIT,7,T.J. Watt,LB,NIR - Resting Vet,FP,,,(-),DNP,DNP,
2025,REG,PIT,7,Cameron Heyward,DT,NIR - Resting Vet,FP,,,(-),DNP,DNP,
2025,REG,PIT,7,Malik Harrison,LB,Knee,LP,,,QUESTIONABLE,LP,LP,
2025,REG,PIT,7,DeShon Elliott,S,NIR - Resting Vet/Personal,DNP,,,(-),(-),DNP,
2025,REG,PIT,8,Will Howard,QB,Right Hand,FP,FP,FP,QUESTIONABLE,,,
2025,REG,PIT,8,Calvin Austin III,WR,Shoulder,FP,FP,FP,(-),,,
2025,REG,PIT,8,Malik Harrison,LB,Knee,FP,FP,FP,QUESTIONABLE,,,
2025,REG,PIT,8,Zach Frazier,C,Calf,LP,DNP,LP,QUESTIONABLE,,,
2025,REG,PIT,8,T.J. Watt,LB,NIR - Resting Vet/Hip,DNP,LP,FP,(-),,,
2025,REG,PIT,8,Cameron Heyward,DT,NIR - Resting Vet,DNP,DNP,FP,(-),,,
2025,REG,PIT,8,DK Metcalf,WR,NIR - Resting Vet,(-),DNP,FP,UNSPECIFIED,,,
2025,REG,PIT,8,Scott Miller,WR,Finger,(-),LP,DNP,OUT,,,
2025,REG,PIT,9,DK Metcalf,WR,NIR - Resting Vet,(-),DNP,FP,(-),,,
2025,REG,PIT,9,Scott Miller,WR,Finger,DNP,DNP,DNP,OUT,,,
2025,REG,PIT,9,Ben Skowronek,WR,Neck,LP,FP,FP,(-),,,
2025,REG,PIT,9,Will Howard,QB,Right Hand,FP,FP,FP,QUESTIONABLE,,,
2025,REG,PIT,9,Chuck Clark,DB,Illness,(-),(-),DNP,OUT,,,
2025,REG,PIT,9,Darius Slay,CB,NIR - Personal,(-),DNP,FP,(-),,,
2025,REG,PIT,9,Cory Trice Jr.,DB,Hamstring/Knee,FP,LP,DNP,OUT,,,
2025,REG,PIT,9,Kyle Dugger,S,Knee,(-),FP,FP,(-),,,
2025,REG,PIT,9,Jabrill Peppers,S,Quadricep,(-),LP,DNP,OUT,,,
2025,REG,PIT,9,Malik Harrison,LB,Knee,FP,FP,FP,QUESTIONABLE,,,
2025,REG,PIT,9,Zach Frazier,C,Calf,DNP,LP,LP,(-),,,
2025,REG,PIT,9,Cole Holcomb,LB,Illness,(-),DNP,DNP,OUT,,,
2025,REG,PIT,9,Isaac Seumalo,G,Pectoral,DNP,DNP,LP,(-),,,
2025,REG,PIT,9,Jonnu Smith,TE,NIR - Resting Vet,DNP,FP,FP,(-),,,
2025,REG,PIT,9,Pat Freiermuth,TE,Quadricep,DNP,FP,FP,(-),,,
2025,REG,PIT,9,Cameron Heyward,DT,NIR - Resting Vet,(-),DNP,FP,(-),,,
2025,REG,PIT,10,Scott Miller,WR,Finger,DNP,DNP,DNP,OUT,,,
2025,REG,PIT,10,Will Howard,QB,Right Hand,FP,FP,FP,QUESTIONABLE,,,
2025,REG,PIT,10,Chuck Clark,DB,Illness,FP,FP,FP,(-),,,
2025,REG,PIT,10,Cory Trice Jr.,DB,Hamstring/Knee,DNP,DNP,DNP,QUESTIONABLE,,,
2025,REG,PIT,10,Jabrill Peppers,S,Quadricep,DNP,DNP,DNP,OUT,,,
2025,REG,PIT,10,Cole Holcomb,LB,Illness,DNP,DNP,DNP,OUT,,,
2025,REG,PIT,10,Alex Highsmith,LB,Ankle,DNP,LP,FP,(-),,,
2025,REG,PIT,10,Isaac Seumalo,G,Pectoral,DNP,DNP,DNP,OUT,,,
2025,REG,PIT,10,Darnell Washington,TE,Foot,DNP,FP,FP,(-),,,
2025,REG,PIT,10,Jonnu Smith,TE,NIR - Resting Vet,DNP,FP,FP,(-),,,
2025,REG,PIT,10,Connor Heyward,TE/FB,Knee,(-),DNP,FP,(-),,,
2025,REG,PIT,10,T.J. Watt,LB,NIR - Resting Vet,(-),(-),DNP,(-),,,
2025,REG,PIT,10,Cameron Heyward,DT,NIR - Resting Vet,(-),LP,FP,(-),,,
2025,REG,HOU,1,Braxton Berrios,WR,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,HOU,1,Christian Kirk,WR,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,HOU,1,Cam Robinson,OT,Illness,FP,FP,FP,(-),,,
2025,REG,HOU,1,Blake Fisher,T,Ankle,LP,LP,FP,(-),,,
2025,REG,HOU,1,Ed Ingram,G,Abdomen,,LP,LP,QUESTIONABLE,,,
2025,REG,HOU,2,Braxton Berrios,WR,Hamstring,,DNP,DNP,OUT,,,DNP
2025,REG,HOU,2,Christian Kirk,WR,Hamstring,,DNP,DNP,OUT,,,DNP
2025,REG,HOU,2,Jake Andrews,C,Ankle,,DNP,DNP,OUT,,,DNP
2025,REG,HOU,2,Ed Ingram,G,Abdomen,,LP,FP,UNSPECIFIED,,,FP
2025,REG,HOU,2,Blake Fisher,T,Ankle,,FP,FP,UNSPECIFIED,,,FP
2025,REG,HOU,3,Jaylin Smith,CB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,HOU,3,Jake Andrews,C,Ankle,LP,LP,FP,UNSPECIFIED,,,
2025,REG,HOU,3,Braxton Berrios,WR,Hamstring,LP,LP,FP,UNSPECIFIED,,,
2025,REG,HOU,3,Christian Kirk,WR,Hamstring,LP,LP,FP,UNSPECIFIED,,,
2025,REG,HOU,3,Kamari Lassiter,CB,Knee,LP,LP,FP,UNSPECIFIED,,,
2025,REG,HOU,3,Jalen Pitre,S,Rib,LP,LP,FP,UNSPECIFIED,,,
2025,REG,HOU,3,Darrell Taylor,DE,Hip,LP,LP,FP,UNSPECIFIED,,,
2025,REG,HOU,4,Nico Collins,WR,Knee,LP,FP,FP,UNSPECIFIED,,,
2025,REG,HOU,4,Derek Stingley Jr.,CB,Oblique,DNP,DNP,LP,QUESTIONABLE,,,
2025,REG,HOU,4,Jake Andrews,C,Ankle,LP,LP,FP,UNSPECIFIED,,,
2025,REG,HOU,4,Tytus Howard,T/G,Illness,DNP,FP,FP,UNSPECIFIED,,,
2025,REG,HOU,5,Denico Autry,DE,Knee,LP,LP,DNP,OUT,,,
2025,REG,HOU,5,Foley Fatukasi,DT,Shoulder,DNP,DNP,DNP,OUT,,,
2025,REG,HOU,5,Harrison Bryant,TE,Shoulder,LP,FP,FP,UNSPECIFIED,,,
2025,REG,HOU,5,Nico Collins,WR,Knee,LP,FP,FP,UNSPECIFIED,,,
2025,REG,HOU,5,Jaylen Reed,S,Knee,LP,LP,FP,OUT,,,
2025,REG,HOU,5,Derek Stingley Jr.,CB,Oblique,DNP,LP,FP,UNSPECIFIED,,,
2025,REG,HOU,5,Trent Brown,T,Not Injury Related,,,,OUT,,,
2025,REG,HOU,7,Denico Autry,DE,Knee,,FP,FP,QUESTIONABLE,,,DNP
2025,REG,HOU,7,Christian Kirk,WR,Hamstring,,(-),LP,OUT,,,DNP
2025,REG,HOU,7,Alijah Huzzie,CB,Knee,,LP,LP,OUT,,,FP
2025,REG,HOU,7,Jaylen Reed,S,Knee,,FP,FP,QUESTIONABLE,,,FP
2025,REG,HOU,8,Denico Autry,DE,Knee,LP,LP,DNP,QUESTIONABLE,,,
2025,REG,HOU,8,Nico Collins,WR,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,HOU,8,Christian Kirk,WR,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,HOU,8,Derek Barnett,DE,Ankle,LP,LP,FP,UNSPECIFIED,,,
2025,REG,HOU,8,Brenden Bates,TE,Wrist,LP,FP,FP,UNSPECIFIED,,,
2025,REG,HOU,8,Alijah Huzzie,CB,Knee,FP,FP,FP,OUT,,,
2025,REG,HOU,8,Dalton Schultz,TE,Back / Shoulder,LP,LP,FP,UNSPECIFIED,,,
2025,REG,HOU,8,Jaylin Smith,CB,Hamstring,LP,FP,FP,QUESTIONABLE,,,
2025,REG,HOU,8,Darrell Taylor,DE,Illness,,LP,FP,UNSPECIFIED,,,
2025,REG,HOU,9,Denico Autry,DE,Knee,,LP,LP,QUESTIONABLE,,,
2025,REG,HOU,9,Braxton Berrios,WR,Chest,LP,LP,FP,UNSPECIFIED,,,
2025,REG,HOU,9,Nico Collins,WR,Concussion,LP,FP,FP,UNSPECIFIED,,,
2025,REG,HOU,9,Alijah Huzzie,CB,Knee,FP,FP,FP,OUT,,,
2025,REG,HOU,9,Dylan Horton,DE,Knee,,LP,FP,QUESTIONABLE,,,
2025,REG,HOU,9,Jakob Johnson,FB,Hamstring,LP,FP,FP,OUT,,,
2025,REG,HOU,9,Christian Kirk,WR,Hamstring,LP,FP,FP,UNSPECIFIED,,,
2025,REG,HOU,9,Jalen Pitre,S,Foot,LP,FP,FP,UNSPECIFIED,,,
2025,REG,HOU,9,Woody Marks,RB,Calf,,LP,FP,UNSPECIFIED,,,
2025,REG,HOU,9,Dalton Schultz,TE,Knee / Shoulder,DNP,DNP,FP,QUESTIONABLE,,,
2025,REG,HOU,10,Ka'imi Fairbairn,K,Right Quad,DNP,DNP,DNP,OUT,,,
2025,REG,HOU,10,Christian Harris,LB,Shin,DNP,DNP,DNP,OUT,,,
2025,REG,HOU,10,Tytus Howard,T/G,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,HOU,10,Ed Ingram,G,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,HOU,10,Jalen Pitre,S,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,HOU,10,C.J. Stroud,QB,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,HOU,10,Will Anderson Jr.,DE,Quad,DNP,LP,FP,UNSPECIFIED,,,
2025,REG,HOU,10,Denico Autry,DE,Knee,DNP,LP,FP,UNSPECIFIED,,,
2025,REG,HOU,10,Braxton Berrios,WR,Chest,,FP,FP,UNSPECIFIED,,,
2025,REG,HOU,10,Harrison Bryant,TE,Shoulder,DNP,DNP,FP,QUESTIONABLE,,,
2025,REG,HOU,10,Nick Chubb,RB,Foot,DNP,LP,FP,UNSPECIFIED,,,
2025,REG,HOU,10,Dylan Horton,DE,Knee,,FP,FP,UNSPECIFIED,,,
2025,REG,HOU,10,Jakob Johnson,FB,Hamstring,FP,FP,FP,OUT,,,
2025,REG,HOU,10,Dameon Pierce,RB,Not Injury Related - Personal,,LP,FP,UNSPECIFIED,,,
2025,REG,HOU,10,Dalton Schultz,TE,Knee / Shoulder,LP,FP,FP,UNSPECIFIED,,,
2025,REG,IND,1,Tyler Goodson,RB,Elbow,LP,LP,LP,QUESTIONABLE,,,
2025,REG,IND,1,DeForest Buckner,DT,Not Injury Related - Rest,(-),(-),DNP,(-),,,
2025,REG,IND,2,DeForest Buckner,DT,NIR - Rest,(-),(-),DNP,(-),,,
2025,REG,IND,2,Tyler Goodson,RB,Elbow,LP,LP,FP,QUESTIONABLE,,,
2025,REG,IND,2,Jaylon Jones,CB,Hamstring,DNP,DNP,DNP,OUT,,,
2025,REG,IND,2,Laiatu Latu,DE,Hamstring,LP,DNP,DNP,QUESTIONABLE,,,
2025,REG,IND,2,Alec Pierce,WR,Knee,FP,FP,FP,(-),,,
2025,REG,IND,2,Michael Pittman,WR,Glute,FP,FP,FP,(-),,,
2025,REG,IND,2,Grover Stewart,DT,NIR - Rest,(-),LP,FP,(-),,,
2025,REG,IND,2,Jalen Travis,T,Finger,(-),(-),FP,(-),,,
2025,REG,IND,2,Charvarius Ward,CB,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,IND,3,Austin Ajiake,LB,Throat,FP,FP,FP,(-),,,
2025,REG,IND,3,Joe Bachie,LB,Quadricep,(-),DNP,FP,(-),,,
2025,REG,IND,3,DeForest Buckner,DT,NIR - Rest,(-),(-),DNP,(-),,,
2025,REG,IND,3,Josh Downs,WR,Ankle,DNP,FP,FP,(-),,,
2025,REG,IND,3,Samson Ebukam,DE,NIR - Rest,(-),(-),DNP,(-),,,
2025,REG,IND,3,Tyler Goodson,RB,Elbow,FP,FP,FP,(-),,,
2025,REG,IND,3,Laiatu Latu,DE,Hamstring,LP,FP,FP,(-),,,
2025,REG,IND,3,Bernhard Raimann,T,Illness,LP,LP,FP,(-),,,
2025,REG,IND,3,Grover Stewart,DT,NIR - Rest,(-),DNP,FP,(-),,,
2025,REG,IND,3,Charvarius Ward,CB,Concussion,FP,FP,FP,(-),,,
2025,REG,IND,3,Tyler Warren,TE,Toe,DNP,LP,LP,(-),,,
2025,REG,IND,4,DeForest Buckner,DT,Back,DNP,LP,DNP,QUESTIONABLE,,,
2025,REG,IND,4,Samson Ebukam,DE,NIR - Rest,(-),(-),LP,(-),,,
2025,REG,IND,4,Matt Goncalves,G,Toe,DNP,DNP,DNP,OUT,,,
2025,REG,IND,4,Anthony Gould,WR,Illness,(-),DNP,LP,(-),,,
2025,REG,IND,4,Xavien Howard,CB,NIR - Rest,DNP,FP,FP,(-),,,
2025,REG,IND,4,Kenny Moore II,CB,Achilles,DNP,DNP,DNP,OUT,,,
2025,REG,IND,4,Alec Pierce,WR,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,IND,4,Rigoberto Sanchez,P,NIR - Personal Matter,DNP,FP,FP,(-),,,
2025,REG,IND,4,Braden Smith,T,Heel,(-),LP,FP,(-),,,
2025,REG,IND,4,Grover Stewart,DT,NIR - Rest,(-),DNP,FP,(-),,,
2025,REG,IND,5,DeForest Buckner,DT,NIR - Rest,(-),(-),DNP,(-),,,
2025,REG,IND,5,Samson Ebukam,DE,NIR - Rest,(-),(-),LP,(-),,,
2025,REG,IND,5,Zaire Franklin,LB,Ankle,DNP,FP,FP,(-),,,
2025,REG,IND,5,Matt Goncalves,G,Toe,LP,FP,FP,(-),,,
2025,REG,IND,5,Tyler Goodson,RB,Groin,DNP,DNP,DNP,OUT,,,
2025,REG,IND,5,Tyquan Lewis,DE,Oblique,(-),LP,LP,QUESTIONABLE,,,
2025,REG,IND,5,Kenny Moore II,CB,Achilles,DNP,DNP,DNP,OUT,,,
2025,REG,IND,5,Alec Pierce,WR,Concussion,FP,FP,DNP,OUT,,,
2025,REG,IND,5,Michael Pittman,WR,Hamstring,(-),LP,FP,(-),,,
2025,REG,IND,5,Daniel Scott,S,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,IND,5,Braden Smith,T,NIR - Rest,(-),(-),DNP,(-),,,
2025,REG,IND,5,Grover Stewart,DT,NIR - Rest,(-),DNP,FP,(-),,,
2025,REG,IND,5,Charvarius Ward,CB,NIR - Rest,(-),(-),DNP,(-),,,
2025,REG,IND,6,DeForest Buckner,DT,NIR - Rest,(-),(-),DNP,(-),,,
2025,REG,IND,6,Samson Ebukam,DE,NIR - Rest,(-),(-),LP,(-),,,
2025,REG,IND,6,Tyler Goodson,RB,Groin,DNP,DNP,DNP,OUT,,,
2025,REG,IND,6,Tyquan Lewis,DE,Illness,DNP,FP,FP,(-),,,
2025,REG,IND,6,Kenny Moore II,CB,Achilles,DNP,DNP,DNP,OUT,,,
2025,REG,IND,6,Alec Pierce,WR,Concussion,FP,FP,FP,(-),,,
2025,REG,IND,6,Braden Smith,T,NIR - Rest,DNP,FP,FP,(-),,,
2025,REG,IND,6,Grover Stewart,DT,Biceps / NIR - Rest,FP,DNP,FP,(-),,,
2025,REG,IND,6,Charvarius Ward,CB,NIR - Rest,(-),(-),DNP,(-),,,
2025,REG,IND,7,DeForest Buckner,DT,NIR - Rest,(-),(-),DNP,(-),,,
2025,REG,IND,7,Josh Downs,WR,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,IND,7,Ashton Dulin,WR,Chest,DNP,DNP,DNP,OUT,,,
2025,REG,IND,7,Samson Ebukam,DE,NIR - Rest,(-),(-),LP,(-),,,
2025,REG,IND,7,Zaire Franklin,LB,NIR - Rest,(-),(-),DNP,(-),,,
2025,REG,IND,7,Tyler Goodson,RB,Groin,DNP,DNP,LP,OUT,,,
2025,REG,IND,7,Kenny Moore II,CB,"Achilles, NIR - Rest",LP,LP,DNP,QUESTIONABLE,,,
2025,REG,IND,7,Alec Pierce,WR,Ankle,FP,FP,FP,(-),,,
2025,REG,IND,7,Braden Smith,T,NIR - Rest,DNP,FP,FP,(-),,,
2025,REG,IND,7,Grover Stewart,DT,NIR - Rest,(-),DNP,FP,(-),,,
2025,REG,IND,7,Charvarius Ward,CB,Concussion,DNP,DNP,DNP,OUT,,,
2025,REG,IND,8,DeForest Buckner,DT,NIR - Rest,(-),DNP,DNP,(-),,,
2025,REG,IND,8,Josh Downs,WR,Concussion,LP,FP,FP,(-),,,
2025,REG,IND,8,Ashton Dulin,WR,Chest,FP,FP,FP,(-),,,
2025,REG,IND,8,Samson Ebukam,DE,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,IND,8,Zaire Franklin,LB,NIR - Rest,(-),(-),DNP,UNSPECIFIED,,,
2025,REG,IND,8,Tyler Goodson,RB,Groin,FP,FP,FP,UNSPECIFIED,,,
2025,REG,IND,8,Jaylon Jones,CB,Hamstring,LP,LP,LP,OUT,,,
2025,REG,IND,8,Tyquan Lewis,DE,Groin,DNP,DNP,DNP,OUT,,,
2025,REG,IND,8,Kenny Moore II,CB,Achilles,DNP,FP,LP,UNSPECIFIED,,,
2025,REG,IND,8,Braden Smith,T,NIR - Rest,DNP,FP,FP,(-),,,
2025,REG,IND,8,Grover Stewart,DT,NIR - Rest,(-),DNP,FP,(-),,,
2025,REG,IND,9,DeForest Buckner,DT,NIR - Rest,(-),(-),DNP,(-),,,
2025,REG,IND,9,Nick Cross,S,Shoulder,DNP,FP,FP,(-),,,
2025,REG,IND,9,Josh Downs,WR,Hip,DNP,FP,FP,(-),,,
2025,REG,IND,9,Samson Ebukam,DE,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,IND,9,Zaire Franklin,LB,NIR - Rest,(-),(-),DNP,(-),,,
2025,REG,IND,9,Matt Goncalves,G,NIR - Personal Matter,DNP,FP,FP,(-),,,
2025,REG,IND,9,Anthony Gould,WR,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,IND,9,Jaylon Jones,CB,Hamstring,FP,FP,FP,QUESTIONABLE,,,
2025,REG,IND,9,Tyquan Lewis,DE,Groin,DNP,FP,FP,QUESTIONABLE,,,
2025,REG,IND,9,Kenny Moore II,CB,Achilles,DNP,FP,LP,(-),,,
2025,REG,IND,9,Braden Smith,T,NIR - Rest,DNP,FP,FP,(-),,,
2025,REG,IND,9,Grover Stewart,DT,Foot,DNP,DNP,FP,QUESTIONABLE,,,
2025,REG,IND,10,DeForest Buckner,DT,Neck,DNP,DNP,DNP,OUT,,,
2025,REG,IND,10,Samson Ebukam,DE,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,IND,10,Sauce Gardner,CB,Concussion,FP,FP,FP,(-),,,
2025,REG,IND,10,Matt Goncalves,G,NIR - Personal,DNP,FP,FP,(-),,,
2025,REG,IND,10,Anthony Gould,WR,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,IND,10,Tyquan Lewis,DE,Groin,DNP,DNP,DNP,OUT,,,
2025,REG,IND,10,Kenny Moore II,CB,Achilles,DNP,FP,LP,(-),,,
2025,REG,IND,10,Michael Pittman,WR,Glute,DNP,FP,FP,(-),,,
2025,REG,IND,10,Grover Stewart,DT,NIR - Rest,(-),DNP,FP,(-),,,
2025,REG,JAX,1,Montaric Brown,CB,Ankle,DNP,DNP,DNP,OUT,,,
2025,REG,JAX,1,Wyatt Milum,OL,Knee,DNP,DNP,DNP,OUT,,,
2025,REG,JAX,1,Cole Van Lanen,OL,Shoulder,LP,LP,LP,QUESTIONABLE,,,
2025,REG,JAX,2,Montaric Brown,CB,Ankle,LP,LP,LP,DOUBTFUL,,,
2025,REG,JAX,2,Anton Harrison,OL,Back,FP,FP,FP,(-),,,
2025,REG,JAX,2,Wyatt Milum,OL,Knee,DNP,DNP,LP,OUT,,,
2025,REG,JAX,2,Cole Van Lanen,OL,Shoulder,FP,FP,FP,(-),,,
2025,REG,JAX,2,Foye Oluokun,LB,Illness,(-),DNP,FP,(-),,,
2025,REG,JAX,3,Hunter Long,TE,Ankle,DNP,LP,FP,(-),,,
2025,REG,JAX,3,Ezra Cleveland,OL,Ankle,DNP,DNP,LP,QUESTIONABLE,,,
2025,REG,JAX,3,Jarrian Jones,CB,Back,LP,LP,LP,(-),,,
2025,REG,JAX,3,Wyatt Milum,OL,Knee,LP,LP,LP,OUT,,,
2025,REG,JAX,3,Bhayshul Tuten,RB,Shoulder,LP,LP,LP,(-),,,
2025,REG,JAX,3,Montaric Brown,CB,Ankle,FP,FP,FP,(-),,,
2025,REG,JAX,3,Brian Thomas Jr.,WR,Wrist,FP,LP,FP,(-),,,
2025,REG,JAX,4,Bhayshul Tuten,RB,Shoulder,LP,LP,FP,(-),,,
2025,REG,JAX,4,Dyami Brown,WR,Shoulder,DNP,LP,LP,QUESTIONABLE,,,
2025,REG,JAX,4,Brian Thomas Jr.,WR,Wrist,FP,FP,FP,(-),,,
2025,REG,JAX,4,Ezra Cleveland,OL,Ankle,LP,LP,LP,(-),,,
2025,REG,JAX,4,Patrick Mekari,OL,Elbow,LP,LP,LP,(-),,,
2025,REG,JAX,4,Wyatt Milum,OL,Knee,LP,LP,LP,OUT,,,
2025,REG,JAX,4,Yasir Abdullah,LB,Hamstring,(-),(-),LP,QUESTIONABLE,,,
2025,REG,JAX,5,Yasir Abdullah,LB,Hamstring,,DNP,DNP,OUT,,,DNP
2025,REG,JAX,5,Travon Walker,DE,Wrist,,DNP,DNP,QUESTIONABLE,,,LP
2025,REG,JAX,5,Dyami Brown,WR,Shoulder,,LP,LP,(-),,,LP
2025,REG,JAX,5,Ezra Cleveland,OL,Ankle,,LP,LP,(-),,,LP
2025,REG,JAX,5,Chuma Edoga,OL,Knee,,LP,LP,(-),,,LP
2025,REG,JAX,5,Anton Harrison,OL,Elbow,,LP,LP,(-),,,LP
2025,REG,JAX,5,Patrick Mekari,OL,Knee,,LP,LP,(-),,,LP
2025,REG,JAX,5,Wyatt Milum,OL,Knee,,LP,LP,QUESTIONABLE,,,LP
2025,REG,JAX,5,Eric Murray,S,Neck,,LP,LP,(-),,,LP
